incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
71756,2024-08-25,"At an anti-Israel rally organized by Columbia University Apartheid Divest at Columbia University, a protester wore a pin bearing the logo of the antisemitic U.S.-designated terror group the Popular Front for the Liberation of Palestine. Protesters also chanted, ""We don't want no two states; We want '48,"" a slogan commonly used as a call for an end of the Jewish state.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71758,2024-08-25,"At an anti-Israel rally organized by the ANSWER Coalition, Samidoun, Falastiniyat, the Party for Socialism and Liberation and the Palestinian Youth Movement, a protest speaker said, ""We say, with our full chest: Long live October 7th!"" Protesters also displayed signs with messages that included: ""Many fronts one struggle,"" ""Globalize the Intifada"" and ""By any means necessary"" with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets, and imagery of an Israeli flag being torn and burned.",Seattle,WA,"Seattle, WA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72499,2024-08-25,"At an anti-Israel rally organized by Ontario United for Liberation, protesters chanted, ""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Ontario,CA,"Ontario, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66475,2024-08-24,"Approximately 21 individuals associated with the neo-Nazi group the Blood Tribe marched carrying swastika flags and shouting the Nazi salute, ""Sieg Heil!"" Participants marched to the state capitol's steps where speeches were given.",Harrisburg,PA,"Harrisburg, PA",Antisemitic Incident: Harassment;White Supremacist Event,Right Wing (White Supremacist),,Blood Tribe,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66531,2024-08-24,"White Lives Matter, the white supremacist group, distributed propaganda that read: ""White Lives Matter"" and advertised an antisemitic film.",Tawas City,MI,"Tawas City, MI",Antisemitic Incident: Harassment,Right Wing (White Supremacist),,White Lives Matter (WLM),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66636,2024-08-24,"Individuals associated with the antisemitic Goyim Defense League posted fliers in a residential area that read: ""Every single aspect of anti-White hate is Jewish.""",Baton Rouge,LA,"Baton Rouge, LA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Home/Housing,,Antisemitism,,refined,2025-12-16
67483,2024-08-24,"An individual spit at two Jewish people wearing Star of David necklaces on the subway and said, ""This is how much I love you for being the chosen people.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
69732,2024-08-24,"An individual displayed a publicly visible sign in their window that read: ""Long Live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
70042,2024-08-24,An individual made threatening antisemitic comments to staff members at an elementary school.,Boca Raton,FL,"Boca Raton, FL",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
70068,2024-08-24,"An individual in a passing car yelled, ""Fuck you bitch,"" at a synagogue.",Woodmere,NY,"Woodmere, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
70203,2024-08-24,Individuals associated with the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,Ann Arbor,MI,"Ann Arbor, MI",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
70402,2024-08-24,"At an anti-Israel rally organized by Students for Justice in Palestine and NYC Revolutionary Youth at Baruch College, protesters displayed banners that read: ""Let the Intifada pave the way for peoples war"" and ""Bring the war home"" with an image of an assault rifle. One protester carried a sign that read: ""Hillel go to hell.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71197,2024-08-24,Antisemitic and pro-Palestinian phrases were spray-painted on road signs and a utility box.,Jacksonville,FL,"Jacksonville, FL",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
71563,2024-08-24,"An individual said, ""Fucking Jews"" and assaulted a victim.",Suffern,NY,"Suffern, NY",Antisemitic Incident: Assault,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71754,2024-08-24,"At an anti-Israel rally organized by Little Rock Peace for Palestine, protesters displayed messages that read: ""Reject Zionist normalization.""",Little Rock,AR,"Little Rock, AR",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67474,2024-08-23,"An individual yelled, ""Fucking Jew"" at their neighbor.",Laguna Beach,CA,"Laguna Beach, CA",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
67475,2024-08-23,"A kosher restaurant received an online message that read: ""Jew kyke. Kykes are banned from cities, synagogues removed, because they are racists, perverted, transgressors, violent immoral in communities [sic].""",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,Jewish-Owned Business,,Antisemitism,,refined,2025-12-16
67476,2024-08-23,Swastika graffiti was found on a wall at a construction site.,Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67477,2024-08-23,"An individual attempted to break into a synagogue. When their attempt was unsuccessful, they tore the synagogue's mezuzah from the doorframe and threw it on the ground.",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67478,2024-08-23,"A pathway at a public park was vandalized with a swastika and: ""Harris!""",Denver,CO,"Denver, CO",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67479,2024-08-23,"An Israeli and Jewish individual received threatening direct messages on Facebook, including a message that read: ""Fuck you and fuck the IDF, what your nation is doing is worse than the Nazis...Your god will make you all burn and pay for your crimes."" Another message read: ""Red triangle on you is gonna be so satisfying,"" referring to the symbol that appeared in propaganda videos promoted by Hamas.",Fort Lauderdale,FL,"Fort Lauderdale, FL",Antisemitic Incident: Harassment,,,,Other,1.0,Antisemitism,,refined,2025-12-16
67480,2024-08-23,An individual assaulted a Jewish person at a residence and made antisemitic remarks.,Monroe,NJ,"Monroe, NJ",Antisemitic Incident: Assault,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
67481,2024-08-23,Swastika graffiti was found on a building.,Staten Island,NY,"Staten Island, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67482,2024-08-23,"Individuals associated with the antisemitic Goyim Defense League distributed antisemitic fliers in a residential area that read: ""Every single aspect of communism is Jewish"" and ""Every single aspect of the COVID agenda is Jewish.""",Fredericksburg,VA,"Fredericksburg, VA",Antisemitic Incident: Harassment,Right Wing (White Supremacist),,Goyim Defense League (GDL),Home/Housing,,Antisemitism,,refined,2025-12-16
70394,2024-08-23,"At an anti-Israel rally at a University of Albany convocation ceremony organized by the Students for Justice in Palestine, protesters chanted, ""Resistance is justified when people are occupied"" and ""Resistance is justified when people are colonized,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Albany,NY,"Albany, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71753,2024-08-23,"At an anti-Israel rally organized by the Cattaraugus-Allegany Liberation Collective, protesters held signs from the Party for Socialism and Liberation with messages that included: ""Stand with Palestinian Resistance,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Olean,NY,"Olean, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66611,2024-08-22,"Individuals associated with the antisemitic Goyim Defense League posted fliers that read: ""Jews are responsible for Covid-19.""",Lafeyette,CA,"Lafeyette, CA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66616,2024-08-22,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Hitler was Right.""",Berkeley Hills,CA,"Berkeley Hills, CA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66622,2024-08-22,Individuals associated with the antisemitic Goyim Defense League posted fliers in a public area.,Pleasant Hill,CA,"Pleasant Hill, CA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66639,2024-08-22,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda that read: ""Every Aspect of Communism is Jewish.""",Walnut Creek,CA,"Walnut Creek, CA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67467,2024-08-22,"A public road was spray-painted with: ""Long Live the Intifada,"" ""Zionism = racism,"" ""Fuck Israel,"" ""Fuck Zionism"" and ""Israel is a terrorist colony.""",Washington,DC,"Washington, DC",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67468,2024-08-22,"Fliers were plastered onto a building that read: ""Israel is the new Nazis.""",New Bedford,MA,"New Bedford, MA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67469,2024-08-22,"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation"" and ""American by blood.""",Millersville,MD,"Millersville, MD",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67470,2024-08-22,A building in a public area was vandalized with a swastika and SS symbol.,Manchester,NH,"Manchester, NH",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67471,2024-08-22,A synagogue received an antisemitic bomb threat.,Parsippany,NJ,"Parsippany, NJ",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67472,2024-08-22,"A known anti-Zionist activist said during public comments at a city council meeting, ""The Jews of Teaneck want antisemitism. They are the poster children for antisemitism.""",Teaneck,NJ,"Teaneck, NJ",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67473,2024-08-22,"Patriot Front, a white supremacist group, spray-painted stencils and posted stickers that read: ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation,"" ""America first,"" ""Reject poison"" and ""American by blood.""",Mead,WA,"Mead, WA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
70026,2024-08-22,An individual posted messages on social media threatening a synagogue.,Greensburg,PA,"Greensburg, PA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
70639,2024-08-22,"An individual said, ""Die Jew, die"" and ""Get out of here, I'm going to shoot you"" to a Jewish person at a business establishment.",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
71107,2024-08-22,A group of students wrote a series of anti-Zionist messages in chalk in front of a Jewish sorority's recruitment table at Colorado State University.,Fort Collins,CO,"Fort Collins, CO",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
