incident_id,confidence,is_correct,confidence_bin
63932,0.6561883969306945,0,60-70%
63911,0.5662098490397135,0,40-50%
69115,0.6890727841059366,0,60-70%
65008,0.5473800543149312,0,40-50%
69116,0.5922862850824991,0,50-60%
69117,0.5757129433949788,0,50-60%
69118,0.6929778420130411,0,60-70%
69119,0.6226426048278808,0,50-60%
69120,0.6206041259765624,0,50-60%
69121,0.5702869537671407,0,40-50%
69122,0.5676224473317464,0,40-50%
69123,0.5803748928705851,0,50-60%
69124,0.5668913367589314,0,40-50%
69125,0.6850081049601237,0,60-70%
69126,0.5923011266390482,0,50-60%
69127,0.5570028069814046,0,40-50%
69128,0.5757516585985819,0,50-60%
69129,0.582187648932139,0,50-60%
69130,0.5776518824895223,0,50-60%
69131,0.631935028553009,0,50-60%
69132,0.6369110309282938,0,50-60%
69133,0.6129685325622558,0,50-60%
69134,0.5395918730099996,0,40-50%
69135,0.7156455758412679,0,70-80%
69136,0.6168339811960856,0,50-60%
69137,0.5181046965916951,0,40-50%
69138,0.6672571582794189,0,60-70%
69139,0.5431782844861348,0,40-50%
69140,0.6025672796567281,0,50-60%
63844,0.5546720587412516,0,40-50%
69141,0.6449349168141683,0,60-70%
69142,0.613581474939982,0,50-60%
69143,0.5621741655667623,0,40-50%
69144,0.5676470640500386,0,40-50%
69145,0.5655003431638082,0,40-50%
69146,0.71605872742335,0,70-80%
69147,0.7306783758799235,0,70-80%
69148,0.543408835252126,0,40-50%
69149,0.625145789305369,0,50-60%
69150,0.6322717351913452,0,50-60%
69151,0.5755323731104532,0,50-60%
69152,0.6023206674257914,0,50-60%
69153,0.6446814222335815,0,60-70%
69154,0.5651424172719319,0,40-50%
69155,0.5716270171801249,0,40-50%
69156,0.6291856451034545,0,50-60%
69157,0.6686107479731241,0,60-70%
69158,0.544655287583669,0,40-50%
69159,0.6337595227559407,0,50-60%
64994,0.6266338470776875,0,50-60%
64993,0.6018505059878031,0,50-60%
69160,0.5796745065053304,0,50-60%
69161,0.6223477684656779,0,50-60%
69162,0.5681978109677632,0,40-50%
69163,0.5852538588841756,0,50-60%
69164,0.6170766634941101,0,50-60%
64989,0.6339576485951741,0,50-60%
69165,0.6527279578844706,0,60-70%
69166,0.5320726874669393,0,40-50%
69167,0.6131678783098856,0,50-60%
69168,0.5166787746747334,0,40-50%
64997,0.5519989970525105,0,40-50%
69169,0.6783871335983276,0,60-70%
64999,0.5750600063006083,0,50-60%
69170,0.6020724140803019,0,50-60%
69171,0.6150955839157104,0,50-60%
69172,0.5846224668820699,0,50-60%
65548,0.5462612751324971,0,40-50%
65006,0.5907483064333597,0,50-60%
69173,0.6723290327390035,0,60-70%
65004,0.6078491492271423,0,50-60%
69174,0.703368989944458,0,60-70%
69175,0.599267689704895,0,50-60%
69176,0.6075181606610616,0,50-60%
69177,0.586315238793691,0,50-60%
69178,0.5683766845067342,0,40-50%
65000,0.5939878466924031,0,50-60%
69179,0.6002696437835693,0,50-60%
69180,0.5822984817822774,0,50-60%
69181,0.619496580282847,0,50-60%
69182,0.6078487598101298,0,50-60%
69183,0.5349682532946268,0,40-50%
69184,0.5966773274739583,0,50-60%
65002,0.6254483742713928,0,50-60%
69185,0.609046038309733,0,50-60%
69186,0.5755323731104532,0,50-60%
65005,0.617659954547882,0,50-60%
69187,0.6379179321924845,0,50-60%
64991,0.5282921436627706,0,40-50%
69188,0.6023853980700175,0,50-60%
69189,0.5784695111910502,0,50-60%
69190,0.6395230574607849,0,50-60%
69191,0.5659900549252828,0,40-50%
69192,0.6030296646753946,0,50-60%
69193,0.5525342467625936,0,40-50%
69194,0.5880140307744344,0,50-60%
69195,0.5157833360830942,0,40-50%
64128,0.4819629731973012,0,30-40%
63793,0.5797437671025594,0,50-60%
63895,0.6028334779739379,0,50-60%
63615,0.5749078634579976,0,50-60%
63702,0.5182192587057749,0,40-50%
64091,0.4509461505413055,0,30-40%
63828,0.4907665792306264,0,30-40%
64044,0.4588831030527751,0,30-40%
64037,0.5705073717435201,0,40-50%
63561,0.5201060417493184,0,40-50%
63937,0.4750385526021322,0,30-40%
64073,0.5958390795389811,0,50-60%
63960,0.6050359252293904,0,50-60%
63687,0.5588284694353739,0,40-50%
64078,0.5114268922011057,0,40-50%
63558,0.5924941860834757,0,50-60%
63535,0.5076114180882771,0,40-50%
64156,0.5594892465273539,0,40-50%
63592,0.5068608167966207,0,40-50%
63517,0.5544114950497945,0,40-50%
63965,0.4244871083100637,0,20-30%
64215,0.6825009547869364,0,60-70%
64211,0.5316925886472066,0,40-50%
66676,0.5012716892560323,0,30-40%
64239,0.6536022666295369,0,60-70%
69196,0.5054183287620544,0,40-50%
64125,0.5184262636502583,0,40-50%
63773,0.4525414052804311,0,30-40%
64151,0.5703770163853963,0,40-50%
69197,0.550928914864858,0,40-50%
64240,0.4569998029073079,0,30-40%
64241,0.5812676512400309,0,50-60%
66667,0.5302939080397288,0,40-50%
69198,0.4267189764181773,0,20-30%
64242,0.4876397791703542,0,30-40%
66679,0.6018892490069071,0,50-60%
64243,0.5810178799629211,0,50-60%
64244,0.6548970305124918,0,60-70%
64245,0.6469100081125895,0,60-70%
64246,0.5327897631327311,0,40-50%
63785,0.4822847190697988,0,30-40%
64247,0.5229973756472269,0,40-50%
66673,0.7395918650627136,0,70-80%
63656,0.6157249493598937,0,50-60%
69199,0.59987300268809,0,50-60%
64014,0.6227476242383321,0,50-60%
64248,0.584070738474528,0,50-60%
69200,0.5979835354487101,0,50-60%
69201,0.634710280418396,0,50-60%
69202,0.623943146387736,0,50-60%
